Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,control_T1,control_T2,control_T3,patr1_T1,patr1_T2,patr1_T3
CG4363,10.85561799,1.919950715,0.612710302,3.133537513,0.001727128,0.007384859,6.212730749,3.447504909,3.990248535,18.21020263,20.84203702,12.43098409
CG7222,235.6645081,-0.476749077,0.152346731,-3.129368605,0.001751824,0.007482552,242.2964992,280.1097739,302.2613265,180.8012976,223.1834798,185.3346719
Fcp1,214.1246153,0.473070545,0.151180212,3.129182968,0.001752931,0.007482552,182.8317906,169.7896168,186.544119,214.6202453,263.1307174,267.8312026
dod,91.72377914,0.648663283,0.207296772,3.129152835,0.001753111,0.007482552,75.44030195,71.53572687,67.83422509,97.55465696,121.5785493,116.3992147
ppk27,13.53849983,-1.736561244,0.555031651,-3.128760748,0.001755452,0.007489056,22.1883241,19.82315323,19.95124267,10.40583008,4.342091047,4.52035785
Rtnl1,822.4302719,0.340385107,0.108818233,3.128015388,0.00175991,0.007504582,752.6279536,692.0866105,731.213044,1037.98155,875.365555,845.306918
CG3776,176.5145602,0.495159317,0.158317323,3.127638262,0.001762169,0.007510724,134.0174776,158.5852258,146.6416337,218.5224316,205.8151156,195.505477
CAH9,5.772942931,3.096874905,0.990596542,3.126272679,0.001770373,0.007535182,0.887532964,2.585628682,0,14.30801635,7.815763884,9.040715701
CG7737,100.8293186,-0.620965011,0.198624395,-3.126328021,0.00177004,0.007535182,134.0174776,112.9057858,119.707456,79.34445433,79.89447526,79.10626238
CG11788,41.1237117,0.936685593,0.299608991,3.126360093,0.001769847,0.007535182,30.17612078,30.16566796,23.94149121,55.93133666,47.76300151,58.76465206
CG42364,5.146283199,3.355765599,1.073599368,3.125714954,0.001773734,0.007545982,0.887532964,0.861876227,0.997562134,10.40583008,8.684182094,9.040715701
mRpL2,178.9040451,0.492795652,0.157735137,3.124197062,0.00178291,0.007581503,153.5432028,133.5908152,158.6123793,217.2217028,197.9993517,212.456819
Dlip2,94.60035203,-0.63314805,0.202697814,-3.123605711,0.001786497,0.007593233,110.0540876,118.9389194,115.7172075,75.44226805,69.47345675,77.97617292
CG5276,64.11432221,0.790130903,0.253038974,3.122566023,0.001792819,0.007613045,47.92678006,43.09381137,50.87566882,66.33716673,100.7365123,75.715994
CG11291,2.574916191,4.947187162,1.584290045,3.122652432,0.001792293,0.007613045,0,0,0,6.503643798,7.815763884,1.130089463
Rab7,646.9830489,-0.361622337,0.11581777,-3.122338972,0.001794202,0.007615392,669.1998549,706.7385064,808.0253283,590.5308568,596.6033098,510.8004371
Slmap,644.6091352,0.326556696,0.104600488,3.121942382,0.001796621,0.007622129,552.0455037,594.6945969,569.6079783,725.8066478,748.5764965,676.9235881
CG12910,23.43158325,-1.277396267,0.409241748,-3.121373307,0.001800097,0.007633343,27.51352189,33.61317287,38.90492321,9.105101317,15.63152777,15.82125248
Ptpmeg2,1555.637359,0.311571127,0.099860554,3.120062077,0.001808129,0.00766386,1381.001292,1313.49937,1468.411461,1899.063989,1563.152777,1708.695267
CG8229,104.1792335,-0.612860636,0.196441104,-3.119818726,0.001809624,0.00766665,114.4917524,137.0383201,126.690391,80.64518309,85.97340273,80.23635185
CG4409,3.765071211,4.4593845,1.429761974,3.118969857,0.001814845,0.00768522,0.887532964,0,0,9.105101317,6.947345675,5.650447313
if,3.754969524,4.451568244,1.427407099,3.118639558,0.001816881,0.007690288,0,0,0.997562134,7.804372557,6.947345675,6.780536776
CG1492,59.12634873,0.789595111,0.253258684,3.11774151,0.001822426,0.007710198,40.82651635,45.67944005,43.89273388,72.84081053,85.97340273,65.54518883
Pak3,1297.151155,0.318304093,0.102190945,3.114797444,0.001840713,0.007783973,1068.589689,1137.67662,1256.928288,1575.182528,1392.942808,1351.586997
CG16799,2.416911932,4.857399999,1.560300764,3.113117747,0.001851221,0.007824803,0,0,0,3.902186279,6.078927466,4.52035785
CG18815,391.7904222,0.364366473,0.117142201,3.110462913,0.001867944,0.007891846,339.0375923,336.1317287,352.1394332,452.6536083,425.5249226,445.2552483
Ack-like,682.7196728,-0.320814019,0.103172283,-3.10949812,0.001874055,0.007914018,737.5398932,765.3460899,771.1155293,606.1396019,573.1560182,643.0209042
CG13366,1078.606323,0.283583941,0.091301581,3.106013481,0.001896281,0.008002423,940.784942,1009.257062,968.6328318,1181.061714,1181.917183,1189.984204
CG15406,33.13825934,-1.086771981,0.349900852,-3.105942656,0.001896735,0.008002423,54.13951081,49.12694496,31.92198828,22.11238891,23.44729165,18.0814314
CG8777,170.6251043,-0.491343626,0.158328556,-3.103316538,0.001913648,0.008070068,194.3697191,199.0934085,204.5002374,150.8845361,141.5521681,133.3505566
glo,467.0097812,-0.396901394,0.127920783,-3.102712368,0.001917559,0.008082842,464.1797402,582.6283297,546.6640493,360.3018664,406.419722,441.8649799
Ect4,1133.953794,-0.298979628,0.096420982,-3.100773539,0.001930158,0.008132212,1219.470293,1273.853064,1258.923413,987.2531285,957.8652849,1106.357584
CG31937,99.15655091,-0.649649736,0.209537148,-3.100403631,0.001932571,0.008138636,134.0174776,99.97764237,128.6855152,84.54736937,68.60503854,79.10626238
Rbcn-3A,1468.793699,-0.292707294,0.094424253,-3.099916457,0.001935752,0.008148291,1682.7625,1560.857848,1607.072597,1294.225116,1234.890694,1432.953439
CG31368,423.5471303,0.356708496,0.115077424,3.099726108,0.001936997,0.008149787,365.6635812,356.8167581,392.0419185,482.5703698,470.6826695,473.5074848
Pabp2,377.3828406,-0.376298172,0.121461227,-3.098092951,0.001947703,0.008191075,457.0794765,415.4243416,406.0077884,325.1821899,320.4463193,340.1569282
Orcokinin,351.6502113,-0.516429761,0.166759864,-3.096846867,0.001955909,0.008221812,359.4508505,375.7780351,505.7640018,359.0011376,280.4990816,229.4081609
Acbp3,15.78148718,1.622110972,0.523952634,3.095911476,0.001962089,0.008242294,10.65039557,7.756886046,4.987810668,15.60874511,36.47356479,19.21152086
PIG-F,60.11776506,0.831406833,0.268560493,3.095789793,0.001962895,0.008242294,42.60158228,51.71257364,35.91223681,55.93133666,92.05233019,82.49653077
CG2990,69.2056526,0.736762447,0.237995305,3.095701607,0.001963478,0.008242294,56.8021097,53.43632609,45.88785815,76.74299681,99.86809408,82.49653077
Updo,164.9778994,0.519163679,0.167848999,3.093040058,0.001981174,0.00831277,144.6678732,142.2095775,119.707456,175.5983825,188.4467514,219.2373557
tef,196.478362,0.478469498,0.15474196,3.092047547,0.00198781,0.008336799,142.0052743,175.8227504,174.5733734,232.830448,219.709807,233.9285188
CG10747,87.56103346,-0.701296548,0.226849867,-3.091456726,0.00199177,0.008349588,118.0418842,98.25388992,110.7293968,49.42769286,83.3681481,65.54518883
mtg,21.52458913,1.389473976,0.449803058,3.089071879,0.002007829,0.008413059,9.762862605,18.961277,6.982934936,22.11238891,40.81565584,30.51241549
br,511.0959482,-0.378375681,0.122562161,-3.087214495,0.002020418,0.00846194,574.2338278,611.9321214,548.6591735,377.2113403,466.3405784,488.1986479
CG13532,11.72946657,-2.149480668,0.696626082,-3.085558699,0.002031701,0.008505313,23.07585707,16.37564832,16.95855627,11.70655884,0,2.260178925
Pitslre,456.1794639,-0.426277364,0.138194012,-3.084629772,0.002038057,0.008528026,483.7054654,551.6007855,534.6933037,321.2800036,373.41983,472.3773954
CG10352,4.715346719,3.880425899,1.258591932,3.083148557,0.002048229,0.00856668,0,1.723752455,0,9.105101317,9.552600303,7.910626238
Nf1,699.0530661,-0.371175898,0.120441084,-3.081804695,0.002057498,0.008600128,684.2879153,886.0087617,796.0545827,552.8097228,617.4453469,657.7120672
CG14450,87.5864163,0.679407555,0.220463948,3.081717268,0.002058102,0.008600128,78.99043381,66.3644695,56.86104162,89.75028441,113.7627854,119.789483
Cds,225.509438,-0.452668171,0.146910755,-3.081245966,0.002061363,0.00860704,256.4970266,239.6015912,285.3027702,204.2144152,183.2362422,184.2045824
CG15096,9.986059831,1.996361948,0.647915597,3.081206806,0.002061634,0.00860704,1.775065928,4.309381137,5.985372802,15.60874511,13.02627314,19.21152086
Vha13,305.1163732,-0.400129185,0.129902545,-3.080225907,0.002068436,0.008627582,334.5999275,331.8223475,375.0833623,264.0479382,256.1833718,268.9612921
CG13032,23.59960779,-1.291612254,0.419322792,-3.080233842,0.002068381,0.008627582,31.95118671,40.50818268,28.92930188,7.804372557,19.97361882,12.43098409
CG42326,2.387839198,4.818125206,1.565417916,3.077852345,0.002084982,0.00869264,0,0,0,5.202915038,3.473672837,5.650447313
CG9485,25.53092521,-1.381874971,0.449098069,-3.07700047,0.00209095,0.008712122,47.92678006,45.67944005,16.95855627,18.21020263,16.49994598,7.910626238
CG32669,26.19415275,-1.17251458,0.381068345,-3.07691414,0.002091555,0.008712122,34.6137856,43.09381137,30.92442614,18.21020263,15.63152777,14.69116301
Thd1,1888.045274,0.284360267,0.092502448,3.074083697,0.002111502,0.008791212,1605.547132,1766.846266,1734.76055,2013.52812,1964.36199,2243.227583
CG3270,11.10620384,-1.924322881,0.626866331,-3.069749939,0.002142381,0.008915727,24.850923,12.92814341,14.96343201,3.902186279,4.342091047,5.650447313
smash,3911.935304,0.275387181,0.089723782,3.069277457,0.002145772,0.008925789,3661.073477,3423.372375,3532.367515,4404.26758,3871.408377,4579.122503
CG6891,351.7134465,0.394716734,0.128745295,3.06587307,0.002170354,0.009023949,296.43601,286.1429075,328.197942,430.5412194,362.1303933,406.8322065
CG43191,5.065517865,3.372824515,1.100789308,3.06400552,0.002183949,0.009076357,0.887532964,1.723752455,0,9.105101317,13.02627314,5.650447313
rad50,606.8821682,-0.322244326,0.105203312,-3.063062553,0.002190843,0.009100881,645.2364649,681.7440958,696.2983693,525.4944188,529.7351077,562.7845524
CG3168,14.10294188,1.590422732,0.519322463,3.06249555,0.002194997,0.009114011,7.987796677,5.171257364,7.98049707,19.51093139,19.10520061,24.86196818
Mes2,757.8261029,-0.328867328,0.107416812,-3.061600161,0.002201573,0.009137177,817.41786,776.5504808,937.7084057,685.4840563,657.3925845,672.4032303
RtcB,202.4208945,0.460151548,0.150386292,3.059797149,0.00221487,0.009188201,174.8439939,169.7896168,167.5904385,213.3195166,256.1833718,232.7984293
hob,524.2799054,0.326254618,0.106643225,3.05930938,0.002218479,0.009192854,463.2922073,467.9987914,464.8639543,574.9221117,594.8664734,579.7358943
CG11905,12.34599241,2.090006113,0.683208627,3.059103807,0.002220002,0.009192854,1.775065928,3.447504909,8.978059203,35.11967651,19.10520061,5.650447313
fus,1499.626027,-0.320254817,0.104685211,-3.059217376,0.002219161,0.009192854,1682.7625,1679.796767,1632.011651,1277.315642,1192.338201,1533.531401
CG10527,27.27644067,-1.210900937,0.395790889,-3.059446211,0.002217466,0.009192854,39.93898339,28.4419155,45.88785815,22.11238891,18.2367824,9.040715701
jar,801.7558213,0.34833534,0.113884431,3.05867394,0.00222319,0.009196574,765.0534151,630.0315222,720.2398605,998.9596873,870.1550458,826.0953972
Sk2,97.06717789,-0.61276268,0.200342412,-3.058576936,0.00222391,0.009196574,113.6042194,124.972053,113.7220832,72.84081053,78.15763884,79.10626238
CG5850,121.2779812,-0.573727704,0.187579397,-3.058585924,0.002223843,0.009196574,137.5676094,138.7620726,159.6099414,100.1561145,106.8154398,84.7567097
CG4594,52.18668916,-0.85268862,0.278858165,-3.057786104,0.002229787,0.00921672,52.36444488,69.81197441,79.8049707,36.42040527,40.81565584,33.90268388
CG7810,50.28243082,0.83827513,0.274174524,3.057450841,0.002232283,0.009222878,38.16391746,28.4419155,41.89760961,65.03643798,65.99978391,62.15492044
CG30184,6.19786412,2.849459552,0.933039209,3.053954778,0.002258461,0.009326834,0,3.447504909,0.997562134,9.105101317,7.815763884,15.82125248
Dscam4,540.9275892,-0.365075523,0.11957812,-3.053029461,0.002265437,0.00935143,588.4343552,635.2027795,605.5202151,401.9251867,503.6825614,510.8004371
CG5355,848.6206754,0.316503189,0.103673516,3.052883704,0.002266538,0.009351763,741.977558,744.6610604,779.0960264,1024.974262,856.2603544,944.7547908
CG12877,201.6459127,0.458264245,0.150150749,3.052027699,0.002273011,0.009370039,173.956461,180.9940077,154.6221307,221.1238891,236.2097529,242.9692345
fipi,48.74283361,-0.888242278,0.291028777,-3.052077143,0.002272637,0.009370039,76.32783491,47.4031925,65.83910082,37.72113403,31.26305554,33.90268388
Spps,214.0712008,0.551777371,0.180876485,3.050575478,0.002284033,0.009411241,160.6434665,193.0602749,167.5904385,189.9063989,246.6307715,326.5958547
Naa15-16,942.1709599,-0.338381243,0.110934798,-3.050271421,0.002286346,0.009416543,1073.914887,1052.350874,1027.488998,851.9773375,713.8397681,933.4538961
MED19,148.5788951,-0.537477732,0.176225428,-3.049944248,0.002288839,0.009422574,189.0445214,159.4471021,179.5611841,106.6597583,115.4996218,141.2611828
Wdr92,54.62794121,0.831452126,0.272740904,3.048505431,0.002299828,0.009463563,31.95118671,46.54131628,39.90248535,54.6306079,79.02605705,75.715994
CG7456,332.4052789,0.391736444,0.128755578,3.042481348,0.002346364,0.009650723,283.1230156,303.380432,275.3271489,411.030288,376.8935029,344.6772861
Rac1,585.8808285,0.322980953,0.106209649,3.040975615,0.002358129,0.009694766,535.1823774,519.7113651,505.7640018,656.8680235,617.4453469,680.3138565
Sodh-2,2.31578744,4.785160421,1.573749634,3.040610982,0.002360987,0.009702163,0,0,0,3.902186279,4.342091047,5.650447313
tant,88.7582877,0.644559095,0.212123752,3.038599346,0.002376807,0.00976138,76.32783491,73.25947932,57.85860375,102.757572,105.9470215,116.3992147
exex,471.3225838,-0.376275638,0.12383565,-3.038508188,0.002377526,0.00976138,534.2948444,579.1808248,483.8176348,372.0084252,402.0776309,456.5561429
PTP-ER,264.6313198,-0.431144682,0.141920851,-3.037923449,0.002382145,0.009775963,299.0986089,335.2698524,277.3222732,206.8158728,224.051898,245.2294134
gskt,5.529546591,-3.250472423,1.071056011,-3.034829543,0.002406717,0.009872384,7.100263713,12.06626718,10.97318347,1.30072876,1.736836419,0
CG9586,147.4653246,0.513015972,0.169157661,3.03276819,0.002423217,0.009935622,110.9416205,126.6958054,126.690391,172.996925,163.2626234,184.2045824
CG11899,25.10835004,1.150414043,0.379392901,3.032249787,0.002427382,0.009948253,15.97559335,13.79001964,16.95855627,39.02186279,32.13147375,32.77259442
CG5001,115.8266045,-0.561272482,0.185156749,-3.031336889,0.002434734,0.009973925,138.4551424,135.3145677,140.6562609,96.2539282,97.26283945,87.01688862
Amy-p,44.08860239,1.049878658,0.346376512,3.031033051,0.002437186,0.009979508,21.30079114,18.09940077,46.88542028,71.54008177,43.42091047,63.28500991
shrb,512.680549,-0.362515047,0.119627829,-3.030357159,0.002442647,0.009997405,515.6566522,569.7001863,646.4202626,431.8419482,467.2089966,445.2552483
ZnT49B,161.6616943,0.50652762,0.167184627,3.029749972,0.002447563,0.010013054,142.0052743,132.728939,126.690391,183.4027551,214.4992977,170.6435089
CG5246,67.25594197,-2.209461464,0.730158291,-3.026003391,0.002478095,0.010133442,58.57717563,86.18762273,186.544119,36.42040527,8.684182094,27.1221471
CG43110,13.58924829,-1.821226289,0.60206425,-3.024969989,0.002486578,0.010159067,11.53792853,16.37564832,35.91223681,6.503643798,7.815763884,3.390268388
CG34325,159.1067245,-0.498975599,0.164946715,-3.025071453,0.002485744,0.010159067,187.2694554,187.0271413,184.5489947,123.5692322,124.1838039,148.0417196
mys,2882.386933,0.312334479,0.103326736,3.022784732,0.002504603,0.010228153,2599.584052,2407.220303,2705.388507,3504.163278,2744.201542,3333.763915
CG34141,15.79727074,-1.527857575,0.505763791,-3.020891577,0.002520316,0.010287736,27.51352189,24.99441059,17.95611841,5.202915038,7.815763884,11.30089463
CG10232,2.329688181,4.815290412,1.595227038,3.018561181,0.002539781,0.010362578,0,0,0,3.902186279,7.815763884,2.260178925
CG15262,7.561542534,2.400890591,0.795732668,3.017207521,0.002551151,0.010404338,0,5.171257364,1.995124267,13.0072876,13.89469135,11.30089463
Pol32,102.8001395,0.594073997,0.196931569,3.016651934,0.002555831,0.01041879,85.20316456,72.3976031,88.7830299,118.3663171,131.1311496,120.9195725
CG8012,2.272175564,4.763990895,1.579308487,3.016504334,0.002557076,0.010419231,0,0,0,3.902186279,5.210509256,4.52035785
EndoGI,319.7945094,-0.401233247,0.133102265,-3.014473466,0.002574257,0.010484581,355.0131856,331.8223475,405.0102263,292.6639709,270.9464813,263.3108448
Asx,724.1830752,-0.362947801,0.120417578,-3.014076585,0.002577627,0.010493644,722.4518328,894.627524,828.9741331,548.9075365,657.3925845,692.7448406
galectin,227.6112062,-0.501544944,0.166459335,-3.013017834,0.002586637,0.01052565,259.1596255,286.1429075,257.3710305,169.0947387,237.9465894,155.9523458
CG8187,73.86151237,0.741153982,0.246031865,3.012430851,0.002591645,0.010541348,55.91457674,49.12694496,61.84885229,85.84809813,118.1048765,72.32572561
Ptx1,482.404882,-0.352248859,0.116965,-3.011574898,0.002598963,0.010565069,489.9181962,580.9045772,552.6494221,405.827373,425.5249226,439.604801
Tat,74.74175771,-0.688732722,0.228708497,-3.011399802,0.002600462,0.010565069,82.54056566,90.49700387,103.7464619,55.93133666,54.71034719,61.02483098
CG17764,6.99759406,-2.531801549,0.840754466,-3.011344751,0.002600934,0.010565069,13.31299446,13.79001964,8.978059203,1.30072876,3.473672837,1.130089463
Eato,332.8757182,-0.388081536,0.128897736,-3.010770784,0.002605855,0.010580371,365.6635812,395.6011883,369.0979895,304.3705297,259.6570446,302.863976
zf30C,426.2152575,-0.354354274,0.117708378,-3.010442235,0.002608676,0.010587135,488.1431303,489.5456971,457.8810194,344.6931213,380.3671757,396.6614014
CG40006,5.010538598,3.313004697,1.100874094,3.009431065,0.002617375,0.010617739,0,1.723752455,0.997562134,13.0072876,8.684182094,5.650447313
KLHL18,72.47510848,0.713564545,0.237432284,3.005339177,0.002652848,0.010756884,54.13951081,55.16007855,54.86591735,111.8626733,84.23656631,74.58590453
msl-1,402.1636306,-0.356205925,0.118547736,-3.004746748,0.002658021,0.010773092,457.0794765,467.1369152,430.9468418,352.4974938,370.8145754,334.5064809
s-cup,12.1901883,-1.873969986,0.62391001,-3.003590188,0.002668145,0.010809346,19.52572521,23.27065814,14.96343201,0,5.210509256,10.17080516
Elp1,462.0570062,-0.339676683,0.113173648,-3.001376098,0.002687624,0.010883452,505.0062566,513.6782315,528.7079309,430.5412194,386.4461032,407.962296
Pdcd4,1125.533984,-0.359255818,0.119794317,-2.998938736,0.002709218,0.010966052,1221.245359,1233.344881,1336.733259,1110.822361,798.9447526,1052.11329
Mbs,997.5928405,-0.28943401,0.096566038,-2.997265038,0.002724138,0.011021577,1039.301101,1146.295382,1107.293968,851.9773375,908.365447,932.3238067
CG11997,25.22111056,-1.182170739,0.394585585,-2.995980549,0.002735639,0.011063228,39.93898339,26.71816305,38.90492321,11.70655884,18.2367824,15.82125248
