Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,control_T1,control_T2,control_T3,patr1_T1,patr1_T2,patr1_T3
Spt7,54.93694634,0.175992464,0.267515321,0.657878072,0.510616482,0.657490436,64.78990638,47.4031925,42.89517175,52.02915038,65.99978391,56.50447313
Nrt,216.2492198,-0.135754162,0.206422586,-0.657651687,0.510761974,0.65758542,173.956461,187.8890176,317.2247585,210.718059,165.867878,241.839145
CG18788,5.993884014,-0.491203439,0.747293061,-0.657310317,0.510981404,0.657775557,8.875329641,5.171257364,6.982934936,5.202915038,5.210509256,4.52035785
CG7255,3.203830586,-0.686486317,1.045960145,-0.656321678,0.511617172,0.658501507,6.212730749,1.723752455,3.990248535,1.30072876,2.605254628,3.390268388
ScsbetaG,263.0263023,-0.090525022,0.138023486,-0.655866798,0.511909832,0.658729047,289.3357463,243.9109723,280.3149596,265.3486669,248.3676079,250.8798607
CG17059,80.66795424,0.1450431,0.221161773,0.655823555,0.511937659,0.658729047,63.01484045,81.8782416,84.79278136,87.14882689,79.02605705,88.14697808
Pp1alpha-96A,391.3726684,0.077355824,0.118238981,0.654232831,0.512961813,0.659931029,382.5267075,397.3249408,363.1126167,395.4215429,417.7091587,392.1410435
CG11752,116.7874356,0.120040884,0.183506918,0.654149093,0.513015755,0.659931029,105.6164227,109.4582809,120.7050182,122.2685034,117.2364583,125.4399304
CG12560,22.71513927,-0.269838018,0.412641982,-0.65392769,0.513158393,0.660021907,22.1883241,21.54690568,30.92442614,26.01457519,24.31570986,11.30089463
CG32440,9.354555976,0.403806036,0.618278714,0.653113276,0.513683254,0.660604303,6.212730749,5.171257364,12.96830774,11.70655884,12.15785493,7.910626238
Amt,2.500665891,0.766311324,1.174653784,0.652372073,0.514161176,0.660848123,1.775065928,0.861876227,2.992686401,3.902186279,4.342091047,1.130089463
psidin,467.9800837,0.076472643,0.117201242,0.652490039,0.514085096,0.660848123,477.4927347,460.2419054,428.9517175,446.1499645,470.6826695,524.3615107
Sry-delta,135.7771499,-0.116294403,0.178240621,-0.652457348,0.51410618,0.660848123,154.4307358,131.8670628,137.6635744,137.8772485,139.8153317,113.0089463
CG6441,1.595113813,-0.957341218,1.467382805,-0.65241409,0.514134077,0.660848123,3.550131856,1.723752455,0.997562134,1.30072876,0.868418209,1.130089463
Rbp4,3.473240236,0.663687827,1.017852992,0.652046839,0.514370957,0.660956711,3.550131856,3.447504909,0.997562134,6.503643798,5.210509256,1.130089463
CG11504,93.53758209,-0.146105291,0.224120249,-0.6519058,0.514461943,0.660956711,99.40369198,115.4914145,79.8049707,71.54008177,84.23656631,110.7487673
CG12702,103.9049489,-0.128701431,0.197413007,-0.651939977,0.514439894,0.660956711,114.4917524,110.3201571,99.75621337,106.6597583,85.97340273,106.2284095
Art4,366.9607748,-0.079534219,0.122114587,-0.651308092,0.514847626,0.661175214,394.952169,380.9492925,354.1345575,365.5047814,337.8146834,368.4091648
CG13344,54.99729926,-0.170057168,0.261101421,-0.65130694,0.514848369,0.661175214,57.68964267,63.77884082,53.86835522,45.52550658,61.65769286,47.46375743
CG9240,66.06515484,-0.166520124,0.255588347,-0.651516885,0.514712881,0.661175214,69.2275712,62.05508837,79.8049707,49.42769286,81.63131168,54.24429421
Lim3,36.5911889,-0.207480681,0.318634641,-0.651155444,0.514946149,0.661208164,40.82651635,41.37005891,35.91223681,23.41311767,37.341983,40.68322065
Eaf,345.8213994,0.084709413,0.130197675,0.650621551,0.515290815,0.661558073,332.8248615,372.3305302,302.2613265,332.9865624,375.1566664,359.3684491
eas,74.95567572,-0.149188198,0.229594168,-0.649790884,0.515827308,0.662154125,73.66523602,88.77325141,74.81716003,62.43498046,83.3681481,66.67527829
Muc68D,72.50393403,-0.167846716,0.258726903,-0.648740869,0.516505883,0.662932372,71.89017009,78.43073669,78.80740856,68.93862425,44.28932868,92.66733594
Arpc4,149.423603,0.111715325,0.172288766,0.648419092,0.516713925,0.66310656,134.9050105,130.1433103,166.5928763,146.9823498,156.3152777,161.6027932
Mhc,18.89974755,0.28318105,0.437105149,0.647855671,0.517078304,0.663481301,15.08806039,19.82315323,15.96099414,19.51093139,14.76310956,28.25223657
Hip14,548.2589734,-0.06927352,0.106989499,-0.647479616,0.517321583,0.66370057,555.5956355,560.2195478,569.6079783,505.9834874,552.3139812,545.8332104
RpL19,876.7574004,-0.085222917,0.131657609,-0.647307192,0.517433148,0.663750818,953.2104035,796.3736341,955.6645241,1039.282279,729.4712959,786.542266
tyf,1620.653733,-0.064476765,0.099660737,-0.646962552,0.51765618,0.663944021,1565.608149,1753.056246,1653.958018,1406.087789,1653.468271,1691.743926
CG3198,484.8847669,0.082608284,0.127714215,0.646821374,0.517747557,0.663968332,489.0306632,528.3301274,395.0346049,472.1645397,495.8667975,528.8818685
T48,10.85706334,-0.368880479,0.570649386,-0.646422283,0.518005913,0.664076514,9.762862605,11.20439096,15.96099414,10.40583008,12.15785493,5.650447313
CG2224,144.2239536,-0.108582127,0.167963131,-0.64646406,0.517978866,0.664076514,153.5432028,143.0714537,152.6270065,131.3736047,138.9469135,145.7815407
Uba2,497.8461429,-0.074332253,0.115082626,-0.645903341,0.518341956,0.664076514,525.4195148,487.8219447,517.7347474,533.2987914,474.1563423,448.6455167
CG18081,217.4396248,-0.093050201,0.144086029,-0.645796139,0.518411389,0.664076514,215.6705103,218.9165617,239.4149121,208.1166015,217.9729705,204.5461927
CG12391,254.8539358,-0.089156245,0.138050662,-0.645822649,0.518394218,0.664076514,263.5972903,262.8722493,260.3637169,261.4464807,223.1834798,257.6603975
CG42562,3.748354752,0.613508161,0.949641659,0.646041752,0.518252316,0.664076514,3.550131856,4.309381137,0.997562134,3.902186279,5.210509256,4.52035785
CG42264,5.241687791,-0.550531985,0.852150884,-0.646049891,0.518247046,0.664076514,8.875329641,5.171257364,4.987810668,2.601457519,8.684182094,1.130089463
ine,3.874187391,0.613162966,0.949282032,0.645922861,0.518329314,0.664076514,5.325197785,0.861876227,2.992686401,5.202915038,4.342091047,4.52035785
CG1360,71.85244318,0.151029211,0.234039051,0.645316284,0.518722242,0.664381883,75.44030195,73.25947932,55.86347949,66.33716673,83.3681481,76.84608346
Sec5,175.6944222,-0.101435133,0.157319008,-0.644773539,0.519073952,0.664646647,180.1691917,180.9940077,185.5465569,152.1852649,182.367824,172.9036878
ppk,15.50798131,-0.308611152,0.478614856,-0.644800612,0.519056405,0.664646647,22.1883241,14.65189586,14.96343201,11.70655884,18.2367824,11.30089463
CG13693,29.99908392,-0.234154719,0.363649462,-0.643902283,0.519638801,0.665276991,45.26418117,31.02754418,20.94880481,24.71384643,28.65780091,29.38232603
dpr10,6.921295074,0.481141978,0.747416668,0.643739963,0.519744071,0.665318856,1.775065928,6.895009819,8.978059203,5.202915038,13.02627314,5.650447313
pAbp,4206.919626,0.082320312,0.127948822,0.643384678,0.519974523,0.665422666,4300.984744,3631.084546,4325.429412,5205.516496,3416.357236,4362.145326
crn,251.0703722,0.088923728,0.138205078,0.64341867,0.519952472,0.665422666,231.6461036,249.9441059,247.3954092,278.3559545,241.4202622,257.6603975
GATAd,617.4904267,-0.076154359,0.118384601,-0.643279262,0.52004291,0.665422666,547.6078389,636.0646558,718.2447363,595.7337719,591.3928006,615.8987571
CG11983,2.437081179,-0.759665164,1.183125159,-0.642083518,0.520818957,0.666322662,4.437664821,1.723752455,2.992686401,2.601457519,1.736836419,1.130089463
CG14667,63.29302348,-0.159079563,0.247849259,-0.641839979,0.520977089,0.666431973,63.90237342,60.33133591,75.81472216,71.54008177,57.31560182,50.85402582
SMC2,358.1842051,0.087111007,0.135892715,0.641027793,0.521504626,0.667013729,320.3994,361.1261393,362.1150545,308.272716,384.7092667,412.4826539
GMF,137.0951237,-0.114185447,0.178205252,-0.640752423,0.521683548,0.667149501,135.7925435,127.5576816,164.5977521,136.5765197,133.7364042,124.3098409
CG10466,20.94147086,0.278172142,0.434436726,0.640305308,0.52197413,0.667428009,11.53792853,19.82315323,25.93661548,14.30801635,26.92096449,27.1221471
MtnD,6.825242854,-0.45861552,0.717108949,-0.639533952,0.522475634,0.667882963,10.65039557,6.033133591,6.982934936,3.902186279,4.342091047,9.040715701
Ns3,318.6531341,0.088869156,0.138945939,0.639595203,0.522435802,0.667882963,322.174466,311.9991943,291.288143,312.1749023,290.0516819,384.2304173
ND-18,173.0647683,0.101072724,0.158141521,0.639128318,0.522739459,0.668127055,173.068928,157.7233496,170.5831249,184.7034838,188.4467514,163.8629721
Spx,172.6573553,-0.10641387,0.166570743,-0.638850907,0.522919928,0.668171414,199.6949169,187.0271413,149.6343201,176.8991113,166.7362962,155.9523458
hoip,175.5364502,-0.099293176,0.155419057,-0.638873884,0.522904979,0.668171414,184.6068565,174.0989979,186.544119,159.9896374,172.8152237,175.1638667
smt3,542.0945572,0.071964788,0.112676564,0.638684617,0.523028122,0.66821653,516.5441851,499.0263356,569.6079783,565.8170104,518.445671,583.1261627
CG8562,12.61022118,-0.373199073,0.584780957,-0.638186091,0.52335255,0.668444717,25.73845596,6.033133591,10.97318347,7.804372557,10.42101851,14.69116301
CG4461,5.774574923,0.527105573,0.825925234,0.638200107,0.523343427,0.668444717,1.775065928,2.585628682,9.975621337,9.105101317,7.815763884,3.390268388
RpL4,1351.287407,-0.079290287,0.124465301,-0.637047325,0.524094018,0.669298504,1432.478204,1246.273025,1483.374893,1550.468681,1078.575416,1316.554224
CG6629,3.518468871,0.636747912,1.000303902,0.636554462,0.524415095,0.669470864,3.550131856,1.723752455,2.992686401,6.503643798,5.210509256,1.130089463
mtSSB,27.18616773,0.234351033,0.368369547,0.636184602,0.524656108,0.669470864,21.30079114,24.99441059,28.92930188,20.81166015,28.65780091,38.42304173
pll,127.1721336,0.120208802,0.188957725,0.636167705,0.52466712,0.669470864,118.9294172,131.8670628,115.7172075,104.0583008,143.2890045,149.1718091
Oct-TyrR,3.93391933,-0.627857837,0.986708689,-0.636315301,0.524570934,0.669470864,4.437664821,1.723752455,7.98049707,5.202915038,0.868418209,3.390268388
Camp,90.01638109,0.140262728,0.220337134,0.636582337,0.524396933,0.669470864,72.77770306,83.60199405,101.7513376,75.44226805,105.9470215,100.5779622
IFT43,18.48594533,0.271596036,0.42689757,0.636208906,0.524640269,0.669470864,14.20052743,17.23752455,18.95368054,18.21020263,20.84203702,21.47169979
PCNA2,7.317016142,0.437176692,0.687653207,0.635751696,0.524938276,0.669723645,6.212730749,3.447504909,8.978059203,10.40583008,6.947345675,7.910626238
Cks85A,36.12376189,-0.196763062,0.309856373,-0.635013765,0.525419437,0.670244247,36.38885153,39.64630646,39.90248535,33.81894775,36.47356479,30.51241549
CG3699,3.149482461,0.663188653,1.045088178,0.634576743,0.5257045,0.670514588,1.775065928,2.585628682,2.992686401,5.202915038,5.210509256,1.130089463
spn-D,15.79397423,0.294516677,0.464254708,0.634385979,0.525828958,0.670580037,12.4254615,18.09940077,11.9707456,18.21020263,18.2367824,15.82125248
Gr93a,1.675402078,-0.930240659,1.467469427,-0.633908034,0.526140842,0.670884457,1.775065928,1.723752455,2.992686401,1.30072876,0,2.260178925
CG10927,53.3297346,0.168090998,0.265508898,0.633089887,0.526674946,0.671472105,54.13951081,56.02195478,39.90248535,62.43498046,52.10509256,55.37438367
rin,2698.600383,-0.065079059,0.102852222,-0.632743345,0.52690126,0.671667234,2643.073167,2736.457022,2896.920436,2637.877924,2296.097746,2981.176002
Cp190,934.2933447,-0.07167772,0.113364138,-0.63227861,0.527204838,0.671812236,869.7823048,1050.627121,951.6742755,846.7744224,856.2603544,1030.64159
CG6332,3.074264501,0.651548483,1.030496921,0.632266307,0.527212876,0.671812236,2.662598892,2.585628682,1.995124267,2.601457519,5.210509256,3.390268388
Arl5,114.2683571,-0.125031791,0.197762301,-0.632232685,0.527234842,0.671812236,118.0418842,121.5245481,119.707456,85.84809813,131.9995678,108.4885884
CG10654,3.035827458,-0.690234813,1.092339541,-0.631886686,0.527460924,0.672006913,4.437664821,2.585628682,3.990248535,5.202915038,0.868418209,1.130089463
Obp84a,2.216474409,-0.823863116,1.304598663,-0.631506945,0.527709109,0.672229695,3.550131856,1.723752455,2.992686401,3.902186279,0,1.130089463
mAChR-A,3.387920588,0.629986615,0.998133633,0.631164599,0.527932906,0.672421351,3.550131856,3.447504909,0.997562134,2.601457519,5.210509256,4.52035785
CG6191,13.97907031,-0.341278484,0.541100033,-0.63071237,0.528228609,0.672434875,14.20052743,7.756886046,24.93905334,16.90947387,12.15785493,7.910626238
csul,246.5425472,-0.087862935,0.139310258,-0.630699681,0.528236908,0.672434875,239.6339003,270.6291354,251.3856577,253.6421081,237.9465894,226.0178925
arg,1.790446903,-0.9221029,1.461491487,-0.630932789,0.528084472,0.672434875,3.550131856,1.723752455,1.995124267,0,3.473672837,0
whe,20.78353815,-2.172278035,3.443626051,-0.630811245,0.52816395,0.672434875,44.37664821,57.74570723,0,0,22.57887344,0
ca,578.4810406,0.067932987,0.10774656,0.630488682,0.528374905,0.672517164,592.87202,578.3189485,522.7225581,587.9293993,584.4454549,604.5978625
Cul1,749.234175,0.064097212,0.101860705,0.629263386,0.529176637,0.673444116,724.2268987,698.1197441,775.1057779,770.0314256,731.2081323,796.7130711
Ykt6,185.0796666,-0.095668478,0.152162034,-0.62872765,0.529527373,0.673703435,189.9320543,187.8890176,195.5221782,178.1998401,170.209969,188.7249403
CG6769,170.0487896,0.10686069,0.169957163,0.628750728,0.529512262,0.673703435,197.032318,149.9664636,143.6489473,183.4027551,171.0783872,175.1638667
CG8878,495.6642349,-0.079404255,0.126352227,-0.628435732,0.529718535,0.673759646,470.392471,530.0538798,528.7079309,411.030288,484.5773608,549.2234788
CG34124,4.802394601,0.530503822,0.844051931,0.628520358,0.529663115,0.673759646,6.212730749,2.585628682,2.992686401,3.902186279,5.210509256,7.910626238
Cka,704.5698725,0.067427865,0.107314963,0.628317462,0.529795995,0.673764694,667.424789,692.9484868,702.2837421,738.8139354,649.5768206,776.3714608
CG5380,36.74587775,-0.196832012,0.313519598,-0.627814061,0.530125754,0.673810191,37.27638449,40.50818268,39.90248535,40.32259154,36.47356479,25.99205764
Aldh7A1,20.61006497,-0.266606069,0.424652572,-0.627821628,0.530120796,0.673810191,18.63819225,31.88942041,16.95855627,19.51093139,20.84203702,15.82125248
CG15202,6.131052045,-0.471282459,0.750601285,-0.627873238,0.530086984,0.673810191,7.100263713,5.171257364,8.978059203,7.804372557,4.342091047,3.390268388
CG8292,4.044620714,-0.580656953,0.924681389,-0.627953541,0.530034375,0.673810191,4.437664821,6.033133591,3.990248535,5.202915038,3.473672837,1.130089463
MetRS,447.6649734,0.070353982,0.11225459,0.626735905,0.530832364,0.67454302,449.9792128,432.6618661,426.9565932,470.8638109,448.9722142,456.5561429
Pex5,94.46160824,0.126179585,0.201336536,0.626709822,0.530849464,0.67454302,95.85356012,93.94450878,80.80253283,101.4568432,96.39442124,98.31778325
Dlc90F,326.1214686,0.080390269,0.128436536,0.625914331,0.531371134,0.675112327,309.7490045,304.2423082,336.1784391,364.2040527,313.4989736,328.8560336
RagC-D,212.3374039,0.09374441,0.149907292,0.625349236,0.531741872,0.675489744,206.7951806,224.0878191,185.5465569,201.6129577,223.1834798,232.7984293
CG1239,41.50820314,0.187598392,0.300268281,0.624769261,0.532122508,0.675692404,34.6137856,36.19880155,45.88785815,36.42040527,41.68407405,54.24429421
p120ctn,659.9995188,-0.074342388,0.118985614,-0.624801484,0.532101357,0.675692404,676.3001187,684.3297245,668.3666296,754.4226805,618.3137651,558.2641945
CG3732,92.0701209,0.135512088,0.216868925,0.624857103,0.532064849,0.675692404,100.2912249,81.01636537,82.7976571,74.14153929,106.8154398,107.3584989
beat-IIb,2.140231726,0.815316801,1.306806936,0.623899965,0.532693283,0.676323504,1.775065928,0,2.992686401,2.601457519,4.342091047,1.130089463
CG15561,68.69969864,-0.159487738,0.255982385,-0.623041846,0.533257024,0.676851778,60.35224156,87.91137519,69.82934936,45.52550658,69.47345675,79.10626238
AP-1-2beta,659.6165356,0.064254097,0.103124853,0.623070924,0.533237916,0.676851778,643.461399,630.0315222,660.3861325,685.4840563,636.5505475,701.7855563
SNF4Agamma,1749.210277,-0.053696964,0.086219775,-0.622791736,0.533421389,0.67696668,1716.488753,1807.354449,1821.548456,1675.338642,1685.599744,1788.931619
mt:ND3,175.9716986,-0.112940003,0.181412753,-0.622558232,0.533574866,0.677067733,158.8684006,179.2702553,209.4880481,212.0187878,157.1836959,139.0010039
mRpL17,96.77723743,-0.126968005,0.204059159,-0.622211741,0.533802647,0.677263031,93.19096123,97.39201369,112.7245211,84.54736937,87.71023915,105.09832
CG10915,235.3572252,0.091906704,0.147763482,0.621985233,0.533951578,0.677264536,253.8344277,229.2590765,200.5099889,223.7253466,244.893935,259.9205764
Sr-CIV,1.633339645,-0.932127406,1.498444424,-0.622063382,0.533900192,0.677264536,0.887532964,3.447504909,1.995124267,2.601457519,0.868418209,0
CG15237,62.06367052,0.153504597,0.246876192,0.62178777,0.534081429,0.677335529,55.91457674,56.883831,63.84397656,54.6306079,64.26294749,76.84608346
CG42266,7.881939836,-0.419525372,0.674915354,-0.621597019,0.534206881,0.677400925,6.212730749,8.618762273,11.9707456,9.105101317,3.473672837,7.910626238
CG31300,3.479927301,0.605478257,0.974618504,0.62124642,0.534437501,0.677599642,2.662598892,1.723752455,3.990248535,3.902186279,5.210509256,3.390268388
CG8925,14.0246987,0.309760491,0.49938535,0.620283495,0.535071159,0.678064267,14.20052743,10.34251473,12.96830774,13.0072876,12.15785493,21.47169979
RyR,1.965401244,-0.831632044,1.341065934,-0.620127634,0.53517376,0.678064267,1.775065928,0.861876227,4.987810668,1.30072876,1.736836419,1.130089463
CG13751,15.05510259,-0.309821563,0.499444642,-0.620332138,0.53503914,0.678064267,18.63819225,12.92814341,17.95611841,16.90947387,6.947345675,16.95134194
CG30094,27.19507285,0.220324269,0.355228495,0.620232531,0.535104707,0.678064267,23.96339003,29.30379173,21.94636694,29.91676147,28.65780091,29.38232603
Edem1,293.2836925,0.079695061,0.128511527,0.620139398,0.535166016,0.678064267,290.2232793,291.3141648,273.3320246,309.5734448,293.5253548,301.7338865
beta3GalTII,33.76236302,-0.206336637,0.333325967,-0.619023592,0.535900817,0.678891626,30.17612078,43.95568759,34.91467468,23.41311767,37.341983,32.77259442
CG5639,4.392455678,0.558848497,0.903033751,0.618856712,0.536010758,0.678937086,5.325197785,4.309381137,0.997562134,2.601457519,5.210509256,7.910626238
CG13912,4.893523567,-0.519566979,0.83987183,-0.61862651,0.536162434,0.678941601,7.100263713,6.033133591,3.990248535,6.503643798,3.473672837,2.260178925
CG30385,9.805053603,-0.380562882,0.6151446,-0.618655975,0.536143019,0.678941601,8.875329641,13.79001964,10.97318347,2.601457519,11.28943672,11.30089463
Smyd5,147.4329518,-0.113835392,0.184282759,-0.617721334,0.536759046,0.679603223,157.0933346,130.1433103,173.5758113,115.7648596,144.1574228,163.8629721
Smyd4-2,1.961125121,-0.828225407,1.341421873,-0.617423515,0.536955416,0.679757975,0.887532964,1.723752455,4.987810668,1.30072876,1.736836419,1.130089463
CG42445,86.86979588,0.130354236,0.211373,0.616702396,0.537431041,0.680266158,80.76549973,80.15448914,88.7830299,84.54736937,103.3417669,83.62662023
CG31365,121.273648,-0.115583917,0.187759789,-0.615594625,0.5381621,0.680815528,124.254615,127.5576816,127.6879531,93.65247068,126.7890586,127.7001093
CG13605,168.3359726,-0.10303214,0.167352364,-0.615659898,0.538119009,0.680815528,174.8439939,187.8890176,159.6099414,152.1852649,146.7626774,188.7249403
Mob4,264.2009593,-0.092402515,0.15003694,-0.615865099,0.537983558,0.680815528,254.7219607,280.9716501,283.307646,209.4173303,256.1833718,300.6037971
Lcch3,4.017921894,0.602622179,0.978619683,0.61578792,0.538034501,0.680815528,2.662598892,6.033133591,0.997562134,2.601457519,9.552600303,2.260178925
Sse,59.82318119,0.151670203,0.246584991,0.615082867,0.538499996,0.681055037,55.91457674,55.16007855,58.85616589,70.23935301,63.39452928,55.37438367
CG32591,4.694405465,-0.557533675,0.906417396,-0.615095956,0.538491353,0.681055037,9.762862605,6.033133591,0.997562134,3.902186279,5.210509256,2.260178925
CG8038,56.5954783,-0.170136282,0.276756945,-0.614749821,0.538719953,0.681239245,55.02704378,53.43632609,71.82447363,37.72113403,50.36825614,71.19563615
CG1882,319.9476595,-0.077694189,0.126657379,-0.613420156,0.539598562,0.682256187,323.0619989,311.9991943,351.1418711,314.7763598,316.9726464,301.7338865
CG17650,1.701220069,0.847264089,1.384620886,0.611910522,0.54059696,0.683424286,0.887532964,1.723752455,0.997562134,2.601457519,1.736836419,2.260178925
CG11999,92.04012308,0.132782005,0.217085154,0.611658615,0.540763648,0.683540759,99.40369198,79.29261291,84.79278136,80.64518309,89.44707556,118.6593936
CG8861,2.065930357,0.772471112,1.264157697,0.611055973,0.541162525,0.683950653,1.775065928,1.723752455,0.997562134,3.902186279,1.736836419,2.260178925
wek,123.414968,0.108287755,0.177423229,0.610335839,0.541639361,0.684458947,117.1543513,120.6626718,118.7098939,124.8699609,130.2627314,128.8301987
CG31637,127.9057507,0.109821338,0.179988726,0.610156761,0.541757969,0.684514479,131.3548787,112.0439096,125.6928288,143.0801635,135.4732407,119.789483
Zif,135.9617175,0.10578727,0.173422832,0.609996208,0.54186432,0.684554511,131.3548787,125.8339292,136.6660123,130.072876,152.8416048,139.0010039
CG4653,15.64591033,0.286444502,0.470058045,0.609381128,0.542271844,0.684974961,15.08806039,17.23752455,9.975621337,16.90947387,19.97361882,14.69116301
gammaSnap1,46.30224729,0.168598232,0.27683229,0.609026614,0.542506798,0.685177342,40.82651635,41.37005891,48.88054455,49.42769286,52.10509256,45.2035785
CG32100,70.8379421,-0.148869,0.244517079,-0.60882864,0.542638028,0.685248683,79.87796677,87.91137519,55.86347949,57.23206542,72.94712959,71.19563615
Syb,458.1639136,-0.075577886,0.124253394,-0.608256105,0.543017629,0.685633607,473.0550699,429.2143612,507.759126,496.8783861,442.0248686,400.0516698
Pex2,56.59504154,0.156699531,0.257685085,0.608104779,0.543117983,0.685665887,52.36444488,58.60758346,49.87810668,48.1269641,61.65769286,68.93545722
l(1)G0007,368.5765038,0.076960764,0.126679593,0.607522986,0.543503893,0.686058611,370.101246,361.9880155,344.1589361,344.6931213,365.6040661,424.9136379
polybromo,586.5754934,-0.066561624,0.109632715,-0.607132866,0.543762741,0.686101955,607.0725475,601.5896067,591.5543453,537.2009777,551.4455629,630.5899201
Osbp,365.2517216,-0.07558258,0.124477644,-0.607198032,0.543719498,0.686101955,385.1893064,400.7724457,338.1735633,357.7004089,363.8672297,345.8073756
CG10347,207.246794,-0.090907764,0.149712011,-0.607217568,0.543706535,0.686101955,226.3209058,192.1983987,222.4563558,205.515144,190.1835878,206.8063717
RpS15Ab,138.6141107,0.104855002,0.172779794,0.606870746,0.543936694,0.686227,139.3426754,123.2483005,137.6635744,156.0874511,136.3416589,139.0010039
ATPsyndelta,433.5606054,-0.075786665,0.125095487,-0.605830532,0.544627293,0.687003718,470.392471,410.2530842,452.8932087,427.9397619,374.2882482,465.5968586
slmo,3.176145963,-0.665021457,1.098428264,-0.60543003,0.544893303,0.68724471,7.100263713,2.585628682,1.995124267,3.902186279,3.473672837,0
Nach,1.632900123,-0.9451803,1.563522053,-0.604519967,0.545497998,0.687912744,3.550131856,0.861876227,1.995124267,0,0,3.390268388
osa,2945.012607,-0.054367903,0.089992182,-0.604140294,0.545750372,0.688136352,2962.585034,3054.48935,2984.705904,2682.102702,2804.990816,3181.201837
Marcal1,82.74466717,-0.133068597,0.220455936,-0.603606323,0.546105408,0.688489327,73.66523602,93.94450878,92.77327843,75.44226805,89.44707556,71.19563615
CG15365,51.76294852,0.156862148,0.260014465,0.603282388,0.546320847,0.688666235,48.81431303,49.12694496,48.88054455,55.93133666,54.71034719,53.11420474
CngA,5.883554834,-0.47083488,0.780729916,-0.603070115,0.546462046,0.688749525,5.325197785,6.895009819,7.98049707,9.105101317,2.605254628,3.390268388
CG8192,2.678369769,-0.696397672,1.155120206,-0.602878963,0.546589212,0.688815106,1.775065928,4.309381137,3.990248535,0,2.605254628,3.390268388
CG32104,124.4810723,0.110076259,0.182950762,0.601671499,0.547392825,0.689733015,128.6922798,119.8007956,110.7293968,136.5765197,138.0784953,113.0089463
Uba5,128.9903738,0.106527692,0.177111734,0.601471676,0.547525872,0.689805853,127.8047468,126.6958054,117.7123318,145.6816211,132.867986,123.1797514
Fkbp14,187.079036,0.103733976,0.172539019,0.601220387,0.547693207,0.689852459,180.1691917,165.4802356,196.5197403,204.2144152,225.7887344,150.3018985
CG34324,63.58979797,0.192052799,0.319454343,0.601190133,0.547713356,0.689852459,40.82651635,62.05508837,74.81716003,58.53279418,39.07881942,106.2284095
Arv1,19.70744031,0.251200955,0.41794606,0.601036782,0.547815488,0.689886318,15.08806039,18.961277,19.95124267,24.71384643,22.57887344,16.95134194
CG18304,2.134253645,-0.805521748,1.340587466,-0.600872206,0.547925107,0.689929595,1.775065928,5.171257364,0.997562134,2.601457519,0,2.260178925
Spn43Ad,9.326701217,0.357461427,0.596515683,0.599249001,0.549006851,0.691196761,7.100263713,8.618762273,8.978059203,7.804372557,12.15785493,11.30089463
Hph,740.7031087,0.060512117,0.101063709,0.59875219,0.549338148,0.691245806,770.3786129,705.8766302,698.2934936,779.1365269,739.0238962,751.5094926
Fancm,152.1795419,-0.100068649,0.167063355,-0.598986228,0.549182069,0.691245806,146.4429391,165.4802356,160.6075035,153.4859936,153.7100231,133.3505566
CG14551,1.866774784,-0.841137274,1.40531306,-0.59854085,0.54947911,0.691245806,4.437664821,0.861876227,1.995124267,1.30072876,2.605254628,0
Tie,118.1677714,-0.115348259,0.192717109,-0.598536681,0.549481891,0.691245806,101.1787579,124.972053,142.6513851,111.8626733,108.5522762,119.789483
CG2269,12.73584228,-0.315542264,0.526949259,-0.59880958,0.549299873,0.691245806,15.97559335,8.618762273,17.95611841,10.40583008,12.15785493,11.30089463
RhoGAP15B,687.7887991,-0.071549017,0.119544784,-0.598512242,0.549498193,0.691245806,693.163245,627.4458935,793.0618963,691.9877001,600.0769827,720.9970772
WASp,183.1465145,0.093025085,0.155504649,0.598214175,0.549697034,0.691401071,165.0811313,189.61277,176.5684977,187.3049414,178.0257329,202.2860138
CG8924,117.6813888,0.114519419,0.191514951,0.597965947,0.549862655,0.691514516,130.4673457,111.1820333,97.7610891,117.0655884,135.4732407,114.1390357
CG31997,3.172979761,-0.642580567,1.076648819,-0.59683395,0.550618249,0.692369786,7.987796677,2.585628682,0.997562134,2.601457519,2.605254628,2.260178925
shps,8.705530347,0.371077393,0.622367443,0.596235226,0.551018096,0.692777551,8.875329641,6.033133591,7.98049707,10.40583008,12.15785493,6.780536776
mrn,89.22825987,0.129093983,0.216754041,0.595578205,0.55145704,0.693234354,102.9538238,74.12135555,78.80740856,96.2539282,100.7365123,82.49653077
CCAP,2.457054015,0.735352053,1.235292547,0.595285752,0.551652478,0.693384963,1.775065928,0.861876227,2.992686401,3.902186279,5.210509256,0
ND-MLRQ,205.4704622,0.093994497,0.157990764,0.594936661,0.551885811,0.693583154,178.3941258,198.2315323,219.4636694,240.6348205,211.8940431,184.2045824
Dhc93AB,4.558802604,-0.556508431,0.936108303,-0.594491502,0.552183424,0.693862066,5.325197785,7.756886046,2.992686401,7.804372557,3.473672837,0
CG17068,200.0231899,0.088118358,0.148261472,0.594344281,0.552281867,0.693890662,197.919851,195.6459036,188.5392433,206.8158728,217.9729705,193.2452981
qkr58E-2,525.4614797,0.06661262,0.112138521,0.594020856,0.552498164,0.694067301,510.3314544,536.9488896,490.8005698,580.1250267,504.5509796,530.011958
