Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,control_T1,control_T2,control_T3,control_T4,rad21_T1,rad21_T2,rad21_T3,rad21_T4
phyl,22.6076627,-2.635273411,0.507795872,-5.189631413,2.11E-07,1.33E-05,50.17885852,19.91305955,49.47890894,37.5139895,5.544803513,4.850721925,6.975202023,6.405757632
Kr-h1,249.3163158,1.087313211,0.210166931,5.173569428,2.30E-07,1.44E-05,160.5723473,152.9322973,142.9145272,172.4433388,410.31546,424.4381685,261.0718471,269.8425402
Nrt,3626.980168,-0.911324419,0.176287,-5.169549773,2.35E-07,1.46E-05,3678.110329,4938.438768,4204.161044,6117.200545,2472.982367,2857.075214,2311.283013,2436.590059
nAChRalpha4,72.74406793,1.885147173,0.364826787,5.167238917,2.38E-07,1.47E-05,35.12520096,25.48871622,31.14520607,28.4380243,166.3441054,143.0962968,49.82287159,102.4921221
Pen,171.6335603,-2.231839674,0.433508074,-5.148323201,2.63E-07,1.61E-05,398.0856109,183.9966702,389.2046319,172.4433388,33.26882108,31.52969251,114.0943759,50.44534135
CG5781,13.66320179,-4.214609138,0.819445984,-5.143242166,2.70E-07,1.64E-05,43.48834405,23.89567146,25.40211843,11.49622259,0,2.425360963,0.996457432,1.601439408
Ktl,86.05475827,1.619914868,0.315405111,5.135981662,2.81E-07,1.70E-05,48.5062299,23.09914908,47.04914109,47.19501904,160.7993019,138.2455749,80.21482326,143.328827
glob1,446.7522261,-1.316981748,0.257143126,-5.121590341,3.03E-07,1.81E-05,456.6276125,826.7902325,454.5874759,808.3659672,243.9713546,327.42373,215.2348053,241.0166309
CG32683,150.7477968,2.222984788,0.433971772,5.122417938,3.02E-07,1.81E-05,43.48834405,46.19829815,79.07789911,38.72411819,415.8602635,276.4911497,74.73430739,231.4079944
CG11893,245.0758805,-4.608985326,0.900814477,-5.116464537,3.11E-07,1.85E-05,336.1983521,254.8871622,1169.601888,119.1976763,38.81362459,9.701443851,27.40257938,4.804318224
Rel,19697.10217,0.867914681,0.16993314,5.107389188,3.27E-07,1.93E-05,15068.71121,11379.91527,14981.06501,14340.02502,27712.92796,30544.99596,23881.09881,19668.07809
Spn47C,8.67896572,-5.282544554,1.037259389,-5.092790297,3.53E-07,2.07E-05,20.07154341,16.72697002,17.00837495,15.12660867,0,0,0.498228716,0
Pdp1,4363.891522,0.759286309,0.149672005,5.07300153,3.92E-07,2.28E-05,2880.266479,2834.026635,3240.647647,4013.391812,5051.316001,5464.338249,6202.449285,5224.696068
CG1648,2433.859492,0.935176125,0.184963121,5.056013968,4.28E-07,2.48E-05,1490.312098,1318.244542,1595.473925,2273.831815,3493.226213,3373.677099,3079.551693,2846.558548
mrva,556.864574,0.719261695,0.1423302,5.053472113,4.34E-07,2.50E-05,367.9782958,467.5586382,420.12895,422.334914,654.2868146,824.6227273,642.2168148,655.7894376
CG6280,37.84445754,2.581200854,0.510900598,5.052256475,4.37E-07,2.50E-05,13.38102894,8.761746201,8.835519453,12.10128693,83.1720527,75.18618984,16.44154763,84.87628862
IA-2,25975.18866,1.324720861,0.262849628,5.039843018,4.66E-07,2.65E-05,17853.63786,11662.68072,13792.24587,15975.51395,49027.15267,41250.53925,19287.92828,38951.81072
CG8641,23.20957472,2.579120228,0.512572535,5.031717567,4.86E-07,2.75E-05,8.363143087,6.372179056,9.498183412,1.81519304,38.81362459,53.35794118,23.41674965,44.03958372
TyrRII,193.8136601,1.319390248,0.262588145,5.024561369,5.05E-07,2.84E-05,143.8460611,74.07658152,112.2110971,114.3571615,271.6953722,322.573008,181.8534813,329.896518
jdp,49.48497607,2.452936877,0.488921835,5.017032785,5.25E-07,2.93E-05,18.39891479,16.72697002,17.00837495,7.260772161,121.9856773,133.3948529,37.86538241,43.23886401
Cyp4ac1,26.49628357,1.997441586,0.398523113,5.012109761,5.38E-07,2.99E-05,10.0357717,9.558268583,11.04439932,13.91647997,22.17921405,41.23113636,64.76973307,39.23526549
CG5882,25.91570528,-2.08481681,0.417216087,-4.996971289,5.82E-07,3.22E-05,36.79782958,31.0643729,42.18960539,52.03553382,16.63441054,12.12680481,8.469888171,8.00719704
Liprin-gamma,337.7081175,-1.554220242,0.311507323,-4.989353791,6.06E-07,3.33E-05,665.7061897,435.6977429,619.8116896,278.3295995,255.0609616,186.7527941,140.9987266,119.3072359
CG4467,413.0097934,1.411392665,0.284497157,4.961007975,7.01E-07,3.83E-05,255.9121784,153.7288197,309.0222929,179.704111,748.5484743,538.4301337,375.6644518,743.0678853
Pde6,523.653932,0.97097519,0.196783457,4.934231788,8.05E-07,4.37E-05,352.9246383,311.4402513,308.1387409,432.6210079,826.1757235,817.3466444,592.8921719,547.6922775
CG14535,90.21863458,1.934875497,0.393210272,4.920714527,8.62E-07,4.66E-05,36.79782958,27.87828337,39.31806157,42.95956862,171.8889089,184.3274332,48.82641416,169.7525772
MtnB,34.96925246,3.507859998,0.715148013,4.905082491,9.34E-07,5.01E-05,0,2.389567146,15.68304703,1.81519304,55.44803513,41.23113636,58.29275976,104.8942812
CG14160,77.30042602,2.151410222,0.438934462,4.901438382,9.51E-07,5.08E-05,41.81571543,11.15131335,30.7034301,28.4380243,177.4337124,181.9020722,61.28213206,85.67700833
CG8620,1394.225756,1.327032743,0.271128447,4.894479934,9.86E-07,5.23E-05,739.3018489,562.3448017,1079.037813,786.5836507,2739.132936,2415.659519,1459.311909,1372.433573
stl,253.7168,1.830356105,0.374713482,4.884681749,1.04E-06,5.47E-05,155.5544614,56.55308912,135.8461116,95.60016678,526.7563338,502.0497193,387.621941,169.7525772
Dronc,730.2083891,0.811306049,0.166169234,4.882408321,1.05E-06,5.50E-05,491.7528135,571.1065479,465.6318752,580.2567085,1047.967864,1088.987072,846.4905884,749.4736429
CG7900,370.0564209,-1.130933698,0.231774168,-4.87946396,1.06E-06,5.55E-05,488.4075563,469.9482054,580.935404,493.7325069,221.7921405,257.088262,304.4177454,144.1295467
Ude,172.1715591,1.290002061,0.264458528,4.877899266,1.07E-06,5.57E-05,85.30405948,108.3270439,122.3719444,81.68368681,188.5233195,373.5055882,228.6869806,188.9698501
CG15878,10.97570999,-5.608744432,1.153546577,-4.862174221,1.16E-06,5.96E-05,38.4704582,23.89567146,20.10080676,4.840514774,0,0,0.498228716,0
GABA-B-R3,12.62732594,-4.791612327,0.985394952,-4.862631292,1.16E-06,5.96E-05,38.4704582,19.11653717,33.35408594,6.655707814,0,2.425360963,0.996457432,0
NfI,29.19160503,1.791758645,0.369819495,4.844954544,1.27E-06,6.47E-05,20.07154341,11.94783573,11.92795126,9.075965201,49.90323162,55.78330214,32.38486653,42.43814431
CG34325,805.9599508,0.85305567,0.17625675,4.839846812,1.30E-06,6.60E-05,577.056873,485.878653,605.6748585,614.1403119,1230.94638,1219.956564,856.4551627,857.570803
Cyp9b2,121.7817658,-2.084246388,0.430774833,-4.838366192,1.31E-06,6.62E-05,110.3934887,164.8801331,388.32108,119.8027407,66.53764216,29.10433155,38.36361113,56.85109898
GstE12,1865.412826,0.542820176,0.112490224,4.825487536,1.40E-06,7.02E-05,1483.621584,1422.588974,1502.480083,1646.985152,2406.444725,2355.025495,2005.86881,2100.287784
CG18178,321.127547,-1.141711924,0.236706554,-4.823321982,1.41E-06,7.06E-05,381.3593247,579.0717717,366.4531693,459.8489035,127.5304808,174.6259893,224.7011509,255.4295856
CG8547,47.03947284,2.512622114,0.521606716,4.817081596,1.46E-06,7.25E-05,16.72628617,14.33740288,15.46215904,7.865836507,121.9856773,130.969492,43.34589829,25.62303053
NimB2,15.86688127,3.078088898,0.639450431,4.813647389,1.48E-06,7.33E-05,0,0.796522382,5.301311672,4.840514774,33.26882108,33.95505348,15.94331891,32.82950786
CG42672,1153.748519,0.918588392,0.191075612,4.807460163,1.53E-06,7.53E-05,804.5343649,630.0492041,880.6804015,871.8977236,1713.344286,1341.224612,1151.406562,1836.851001
Ir76a,68.622206,1.083533618,0.225590271,4.803104378,1.56E-06,7.65E-05,48.5062299,34.25046242,44.17759727,46.5899547,110.8960703,87.31299466,93.16876988,84.07556892
CG1695,173.2879975,1.446461592,0.301227196,4.801895756,1.57E-06,7.66E-05,105.3756029,58.94265626,115.3035289,88.94445897,299.4193897,271.6404278,140.0022692,306.6756466
out,303.794332,-1.116214639,0.232631944,-4.798200184,1.60E-06,7.76E-05,376.3414389,351.2663704,608.3255144,332.1803264,160.7993019,196.454238,196.8003428,208.187123
Rh2,12.55172877,3.230482183,0.673685125,4.795240479,1.62E-06,7.84E-05,3.345257235,0,2.208879863,3.63038608,33.26882108,26.67897059,10.46280303,20.8187123
CG34386,146.4913677,-4.015000365,0.837861826,-4.79196001,1.65E-06,7.93E-05,222.4596061,231.7880131,618.9281377,32.67347472,11.08960703,12.12680481,16.44154763,26.42375023
CG5910,155.3406468,-1.909540628,0.398841755,-4.787714943,1.69E-06,8.05E-05,107.0482315,349.6733257,225.747522,309.1878812,38.81362459,36.38041444,86.19356785,89.68060685
Sema2b,350.5033386,-1.007574274,0.210619773,-4.783854151,1.72E-06,8.16E-05,351.2520096,411.8020715,468.503419,638.9479501,227.3369441,240.1107353,212.245433,253.8281462
cac,1250.051251,1.68147516,0.351538763,4.783185631,1.73E-06,8.16E-05,580.4021302,579.0717717,583.3651719,626.8466632,3249.254859,1850.550414,663.6406496,1867.27835
HipHop,82.04168895,-1.160659866,0.24303459,-4.775698249,1.79E-06,8.42E-05,122.1018891,130.6296706,108.8977773,100.4406816,44.35842811,36.38041444,62.27858949,51.24606105
CG31183,91.41744015,-2.198845461,0.460804443,-4.771754034,1.83E-06,8.51E-05,66.90514469,274.0036994,92.33117829,169.4180171,33.26882108,16.97752674,30.39195167,48.04318224
Bdp1,416.3472805,-1.087286171,0.227824394,-4.772474766,1.82E-06,8.51E-05,515.1696141,722.4458004,632.4023049,405.9981767,227.3369441,213.4317647,282.4956819,331.4979574
CG10286,384.637524,-0.934565849,0.196188013,-4.763623589,1.90E-06,8.81E-05,506.806471,564.7343688,478.8851544,493.7325069,182.9785159,218.2824866,288.9726552,342.7080333
CG31997,21.70635619,3.570759488,0.750449034,4.758163881,1.95E-06,9.01E-05,5.017885852,3.186089528,3.092431809,1.81519304,83.1720527,55.78330214,7.971659455,13.61223497
CG42450,548.8650098,1.237605319,0.260389478,4.752900656,2.01E-06,9.20E-05,324.4899518,228.6019236,423.8840458,325.5246185,853.8997411,802.7944786,462.8544771,968.8708418
lov,12.25768526,-3.436944001,0.723789556,-4.748540472,2.05E-06,9.36E-05,21.74417203,27.87828337,29.81987815,11.49622259,0,2.425360963,1.494686148,3.202878816
mthl10,1374.103284,0.576186071,0.122010273,4.722439006,2.33E-06,0.000105946,976.8151125,1024.327783,1198.538214,1207.708436,1569.179394,1789.91639,1584.865545,1641.475393
CG15547,469.37968,0.968634624,0.205191617,4.720634491,2.35E-06,0.000106382,357.9425241,223.8227893,355.850546,326.7347472,709.7348497,664.5489038,651.1849317,465.218148
ABCA,1237.032731,1.243350891,0.264016961,4.709359916,2.48E-06,0.000111378,613.8547026,581.4613388,1159.44104,576.0212581,1824.240356,2238.608169,1318.811411,1583.823574
Fatp1,431.6908441,0.722247906,0.153341218,4.710070237,2.48E-06,0.000111378,304.4184084,276.3932665,376.8349047,340.0461629,521.2115303,603.9148797,543.0693004,487.6382997
MESR3,412.8012589,-1.197885486,0.254593922,-4.70508281,2.54E-06,0.000113014,503.4612138,622.0839803,420.570726,751.4899186,282.7849792,191.603516,193.3127418,337.1029954
tio,46.55233296,2.060971968,0.438087968,4.704470608,2.55E-06,0.000113014,21.74417203,16.72697002,15.90393502,15.12660867,138.6200878,50.93258022,30.89018039,82.47412951
CG4991,214.0241245,1.160026612,0.246970353,4.697027797,2.64E-06,0.000116664,163.9176045,93.98964107,128.998584,145.8205076,293.8745862,244.9614572,234.6657252,405.9648899
CG14762,92.8029509,1.486798212,0.317261383,4.68635104,2.78E-06,0.000122347,66.90514469,23.09914908,47.93269303,56.27098425,166.3441054,143.0962968,98.64928575,140.1259482
CG2064,548.4084525,1.348772144,0.288060081,4.682259824,2.84E-06,0.00012424,332.8530948,306.6611171,371.091817,218.4282292,1064.602275,1042.905214,587.9098848,462.8159889
tud,2219.780775,0.550204763,0.117632114,4.67733463,2.91E-06,0.000126676,1711.099076,1793.768404,1957.288447,1754.081541,2284.459048,2886.179546,2841.896596,2529.473545
Dab,318.3957912,0.914316286,0.195549745,4.675619932,2.93E-06,0.000127156,227.477492,183.9966702,229.0608418,232.3447091,499.0323162,451.1171391,294.9513998,429.1857613
ome,130.9034421,1.318167355,0.281987491,4.674559675,2.95E-06,0.0001272,50.17885852,70.09396961,79.07789911,94.39003809,205.15773,213.4317647,113.0979185,221.799358
Nep3,945.766703,0.897697544,0.192074921,4.673684314,2.96E-06,0.0001272,772.7544212,531.2804288,734.8943305,599.0137033,1364.021664,1292.717393,895.8152312,1375.636451
CG1139,19.07524262,-3.025922719,0.647925573,-4.670170226,3.01E-06,0.000128234,58.54200161,24.69219384,34.67941385,22.38738083,0,2.425360963,7.473430739,2.402159112
CG10508,64.21731623,2.094054331,0.448359182,4.67048388,3.00E-06,0.000128234,40.14308682,18.32001478,11.92795126,26.62283126,188.5233195,101.8651604,62.27858949,64.05757632
jeb,11.03386805,4.368182577,0.93734281,4.660176116,3.16E-06,0.00013402,1.672628617,2.389567146,0.441775973,0,44.35842811,21.82824866,7.971659455,9.608636448
yps,2955.814792,-0.434333171,0.093406084,-4.649945188,3.32E-06,0.000140217,3632.949357,3506.291525,3195.144722,3268.557601,2484.071974,2425.360963,2620.683046,2513.459151
slo,777.0612172,1.07204146,0.23063383,4.648240293,3.35E-06,0.000140755,598.801045,367.9933405,524.3880795,511.279373,1225.401576,836.7495321,776.2403394,1375.636451
CG6602,59.30984859,1.778237653,0.382892066,4.64422695,3.41E-06,0.000142887,25.08942926,20.70958193,25.18123044,32.06841038,116.4408738,145.5216578,51.81578646,57.65181869
DIP-zeta,20.2167211,3.099159197,0.668605249,4.635260048,3.56E-06,0.000148462,3.345257235,0.796522382,8.835519453,1.81519304,49.90323162,43.65649733,37.36715369,16.01439408
GABA-B-R1,52.60458891,1.769063326,0.381715899,4.634502602,3.58E-06,0.000148462,25.08942926,15.13392526,24.51856648,29.04308864,77.62724919,123.6934091,40.85475471,84.87628862
Tengl3,10.15064544,3.747615303,0.809684826,4.628486519,3.68E-06,0.000152176,0,0.796522382,2.208879863,1.81519304,16.63441054,7.276082888,38.86183984,13.61223497
CG10341,329.7159988,-1.118749575,0.241819667,-4.626379605,3.72E-06,0.000153066,438.2286977,544.8213093,408.8636627,433.8311366,144.1648913,143.0962968,235.6621826,289.0598131
CG18278,9.517008015,2.917099786,0.631426162,4.619858915,3.84E-06,0.000157275,1.672628617,2.389567146,1.546215904,3.025321734,22.17921405,16.97752674,17.93623377,10.40935615
Ih,1144.057128,0.859684381,0.186122567,4.618915342,3.86E-06,0.000157314,824.6059083,652.3518308,875.8208658,897.3104262,1425.014503,1591.036791,1095.106718,1791.209978
Vha100-1,2023.962019,0.939917747,0.203588929,4.616742923,3.90E-06,0.000158289,1614.086616,1139.823529,1575.373119,1212.548951,2972.014683,3223.304719,2595.273381,1859.271153
alpha-Catr,56.23032506,1.47460255,0.31979168,4.611134825,4.00E-06,0.000161929,50.17885852,20.70958193,26.06478239,24.80763822,83.1720527,101.8651604,63.77327564,79.27125069
cno,2397.770019,-0.598449427,0.130023624,-4.602620746,4.17E-06,0.000166567,2838.450764,3189.275617,2740.778134,2786.926381,1779.881928,2185.250227,2019.320986,1642.276113
mAChR-A,63.86131995,2.732599222,0.59355487,4.603785364,4.15E-06,0.000166567,21.74417203,13.54088049,12.81150321,17.54686606,205.15773,174.6259893,21.42383478,44.03958372
CG10132,136.4991606,1.252811243,0.272168129,4.60307842,4.16E-06,0.000166567,78.61354501,56.55308912,90.34318641,88.94445897,288.3297827,145.5216578,139.5040405,204.1835245
CG34357,30.42021043,-2.048837085,0.446104289,-4.592731194,4.37E-06,0.00017342,60.21463022,48.5878653,60.96508423,27.2278956,11.08960703,12.12680481,15.94331891,7.206477336
CG2993,40.08702413,1.575268841,0.343010947,4.59247396,4.38E-06,0.00017342,11.70840032,16.72697002,24.2976785,22.38738083,77.62724919,60.63402407,40.85475471,66.45973543
Syn1,175.6117616,1.004898795,0.218951789,4.589589336,4.44E-06,0.000175104,110.3934887,93.19311869,125.0226003,125.8533841,316.0538003,252.2375401,180.3587952,201.7813654
CG14642,56.19951922,1.883818918,0.410863455,4.585024288,4.54E-06,0.000178235,26.76205788,19.11653717,20.32169474,26.62283126,133.0752843,109.1412433,32.88309525,81.67340981
side-V,37.11071856,-1.753863294,0.382848896,-4.581084892,4.63E-06,0.000180878,75.26828778,40.62264148,74.43925139,42.95956862,11.08960703,14.55216578,17.93623377,20.0179926
CG10947,163.3726574,1.348834189,0.294587395,4.578723361,4.68E-06,0.000182182,133.8102894,69.29744723,69.35882771,99.83561721,255.0609616,184.3274332,169.3977634,325.8929195
r-l,345.6436727,-0.637447575,0.139481791,-4.570113211,4.87E-06,0.000189055,451.6097267,449.2386234,404.225015,380.5854741,282.7849792,249.8121792,291.4637988,255.4295856
CG13784,354.724252,1.077438224,0.235808677,4.56912034,4.90E-06,0.000189181,227.477492,181.6071031,297.5361176,197.8560414,604.383583,455.967861,543.0693004,329.896518
CG15772,59.86657711,1.115427827,0.244326027,4.565325441,4.99E-06,0.000191188,40.14308682,30.26785051,34.67941385,44.16969731,88.71685621,92.16371658,76.72722225,72.06477336
CG43759,866.4233263,-1.378711943,0.302059967,-4.564365008,5.01E-06,0.000191188,1026.993971,1226.644468,1419.205312,1352.923879,282.7849792,288.6179546,557.5179331,776.6981129
Apoltp,82.02377212,1.655348819,0.362639856,4.564718388,5.00E-06,0.000191188,33.45257235,28.67480575,60.52330825,29.04308864,177.4337124,133.3948529,68.7555628,124.9122738
Pkc53E,177.1196372,1.522244112,0.333945295,4.558363699,5.16E-06,0.000195945,75.26828778,81.24528296,101.8293617,103.4660033,288.3297827,324.998369,107.1191739,334.7008363
CG3662,2344.410994,0.746370445,0.163864367,4.554806258,5.24E-06,0.000198497,1379.918609,1681.458748,1822.988551,2103.808734,3271.434073,3228.155441,2539.471765,2728.052031
yellow-g,47.38090531,2.122553035,0.467087824,4.544226854,5.51E-06,0.000207502,16.72628617,17.5234924,21.42613467,12.10128693,105.3512668,123.6934091,55.80161618,26.42375023
Cda5,87.55884318,1.064299587,0.234231252,4.543798398,5.52E-06,0.000207502,51.85148714,46.99482054,62.06952416,64.13682075,116.4408738,113.9919652,97.65282832,147.3324255
CG13248,443.6640381,1.264432543,0.278771423,4.535732287,5.74E-06,0.000214745,312.7815514,156.1183869,349.4447944,221.4535509,754.0932778,562.6837433,434.4554403,758.2815597
CG31140,447.0094379,1.041501587,0.229789334,4.532419198,5.83E-06,0.000217286,346.2341238,221.4332222,326.4724438,269.8586986,709.7348497,642.7206551,388.6183984,671.0031119
bor,577.8298109,-0.84077345,0.185789838,-4.525400644,6.03E-06,0.000223536,786.1354501,772.6267105,882.0057294,530.6414321,404.7706565,375.9309492,461.3597909,409.1677687
CG2841,350.1060519,1.083474287,0.239453706,4.524775602,6.05E-06,0.000223536,282.6742363,137.0018497,260.4269359,219.0332935,521.2115303,368.6548663,463.3527058,548.4929972
His2Av,1259.288859,-0.616726148,0.136442017,-4.520060326,6.18E-06,0.000227687,1784.694735,1562.776913,1366.413083,1404.354349,914.8925797,919.2118048,1086.636829,1035.330577
aru,51.99782528,1.462043406,0.323977364,4.512794928,6.40E-06,0.000234721,28.43468649,25.48871622,30.48254211,26.62283126,55.44803513,104.2905214,48.32818544,96.88708418
CG6937,254.8530554,-1.223299773,0.271212293,-4.510487935,6.47E-06,0.000236376,296.0552653,475.523862,305.9298611,366.0639298,99.80646324,109.1412433,166.9066198,219.3971989
Rim,600.1244954,1.086703082,0.241283974,4.503834483,6.67E-06,0.000241524,433.2108119,273.207177,414.3858624,410.2336271,1020.243846,754.2872594,520.1507794,975.2765994
CG7084,46.37465449,2.841024051,0.63118227,4.501115106,6.76E-06,0.000241524,15.05365756,11.15131335,11.48617529,7.260772161,99.80646324,179.4767112,17.93623377,28.82590934
Hey,15.37952735,-3.673696782,0.8162392,-4.500760051,6.77E-06,0.000241524,23.41680064,13.54088049,31.14520607,42.95956862,5.544803513,2.425360963,0,4.00359852
CG12910,288.0089157,1.376212665,0.305806549,4.500272049,6.79E-06,0.000241524,160.5723473,129.0366259,144.4607431,197.8560414,659.8316181,434.1396123,212.245433,365.9289047
stan,39.41809997,-2.019058834,0.448507996,-4.501723159,6.74E-06,0.000241524,60.21463022,27.87828337,92.1102903,72.60772161,16.63441054,12.12680481,12.95394661,20.8187123
Mcm3,71.71970636,-1.337728038,0.29705492,-4.503302084,6.69E-06,0.000241524,108.7208601,101.1583425,123.4763844,92.57484505,11.08960703,36.38041444,52.31401517,48.04318224
ABCD,829.8404218,0.599497001,0.133206466,4.50050978,6.78E-06,0.000241524,545.2769292,687.3988156,736.2196584,655.2846875,1064.602275,1042.905214,983.0052565,924.0305384
CG5114,283.6305389,-1.079348117,0.240302178,-4.491628533,7.07E-06,0.0002506,351.2520096,495.4369216,309.2431809,399.3424688,138.6200878,135.8202139,194.3091992,245.0202294
